gene_id	source_ref_db	source_locus	source_gene	match_type
YJL090C	SGD	S000003626	DPB11	locus_exact
YJL091C	SGD	S000003627	GWT1	locus_exact
YJL097W	SGD	S000003633	PHS1	locus_exact
YJL104W	SGD	S000003640	PAM16	locus_exact
YJL109C	SGD	S000003645	UTP10	locus_exact
YJL111W	SGD	S000003647	CCT7	locus_exact
YJL125C	SGD	S000003661	GCD14	locus_exact
YJL143W	SGD	S000003679	TIM17	locus_exact
YJL167W	SGD	S000003703	ERG20	locus_exact
YJL173C	SGD	S000003709	RFA3	locus_exact
YJL174W	SGD	S000003710	KRE9	locus_exact
YJL194W	SGD	S000003730	CDC6	locus_exact
YJL203W	SGD	S000003739	PRP21	locus_exact
YJR002W	SGD	S000003762	MPP10	locus_exact
YJR006W	SGD	S000003766	POL31	locus_exact
YJR007W	SGD	S000003767	SUI2	locus_exact
YJR012C	SGD	S000003773	NA	locus_exact
YJR013W	SGD	S000003774	GPI14	locus_exact
YJR016C	SGD	S000003777	ILV3	locus_exact
YJR017C	SGD	S000003778	ESS1	locus_exact
YJR022W	SGD	S000003783	LSM8	locus_exact
YJR041C	SGD	S000003802	URB2	locus_exact
YJR042W	SGD	S000003803	NUP85	locus_exact
YJR045C	SGD	S000003806	SSC1	locus_exact
YJR046W	SGD	S000003807	TAH11	locus_exact
YJR057W	SGD	S000003818	CDC8	locus_exact
YJR064W	SGD	S000003825	CCT5	locus_exact
YJR067C	SGD	S000003828	YAE1	locus_exact
YJR068W	SGD	S000003829	RFC2	locus_exact
YJR072C	SGD	S000003833	NPA3	locus_exact
YJR076C	SGD	S000003837	CDC11	locus_exact
YJR093C	SGD	S000003853	FIP1	locus_exact
YJR095W	SGD	S000003856	SFC1	locus_exact
YJR112W	SGD	S000003873	NNF1	locus_exact
YJR123W	SGD	S000003884	RPS5	locus_exact
YJR136C	SGD	S000003897	TTI2	locus_exact
YJR141W	SGD	S000003902	IPA1	locus_exact
YKL004W	SGD	S000001487	AUR1	locus_exact
YKL006C-A	SGD	S000002101	SFT1	locus_exact
YKL012W	SGD	S000001495	PRP40	locus_exact
YKL013C	SGD	S000001496	ARC19	locus_exact
YKL014C	SGD	S000001497	URB1	locus_exact
YKL018W	SGD	S000001501	SWD2	locus_exact
YKL019W	SGD	S000001502	RAM2	locus_exact
YKL021C	SGD	S000001504	MAK11	locus_exact
YKL022C	SGD	S000001505	CDC16	locus_exact
YKL024C	SGD	S000001507	URA6	locus_exact
YKL028W	SGD	S000001511	TFA1	locus_exact
YKL033W	SGD	S000001516	TTI1	locus_exact
YKL035W	SGD	S000001518	UGP1	locus_exact
YKL042W	SGD	S000001525	SPC42	locus_exact
YKL045W	SGD	S000001528	PRI2	locus_exact
YKL049C	SGD	S000001532	CSE4	locus_exact
YKL052C	SGD	S000001535	ASK1	locus_exact
YKL058W	SGD	S000001541	TOA2	locus_exact
YKL059C	SGD	S000001542	MPE1	locus_exact
YKL060C	SGD	S000001543	FBA1	locus_exact
YKL078W	SGD	S000001561	DHR2	locus_exact
YKL088W	SGD	S000001571	CAB3	locus_exact
YKL089W	SGD	S000001572	MIF2	locus_exact
YKL095W	SGD	S000001578	YJU2	locus_exact
YKL099C	SGD	S000001582	UTP11	locus_exact
YKL104C	SGD	S000001587	GFA1	locus_exact
YKL108W	SGD	S000001591	SLD2	locus_exact
YKL112W	SGD	S000001595	ABF1	locus_exact
YKL125W	SGD	S000001608	RRN3	locus_exact
YKL138C-A	SGD	S000028421	HSK3	locus_exact
YKL141W	SGD	S000001624	SDH3	locus_exact
YKL144C	SGD	S000001627	RPC25	locus_exact
YKL145W	SGD	S000001628	RPT1	locus_exact
YKL165C	SGD	S000001648	MCD4	locus_exact
YKL172W	SGD	S000001655	EBP2	locus_exact
YKL173W	SGD	S000001656	SNU114	locus_exact
YKL180W	SGD	S000001663	RPL17A	locus_exact
YKL182W	SGD	S000001665	FAS1	locus_exact
YKL186C	SGD	S000001669	MTR2	locus_exact
YKL189W	SGD	S000001672	HYM1	locus_exact
YKL193C	SGD	S000001676	SDS22	locus_exact
YKL196C	SGD	S000001679	YKT6	locus_exact
YKL203C	SGD	S000001686	TOR2	locus_exact
YKL210W	SGD	S000001693	UBA1	locus_exact
YKR002W	SGD	S000001710	PAP1	locus_exact
YKR004C	SGD	S000001712	ECM9	locus_exact
YKR008W	SGD	S000001716	RSC4	locus_exact
YKR022C	SGD	S000001730	NTR2	locus_exact
YKR025W	SGD	S000001733	RPC37	locus_exact
YKR037C	SGD	S000001745	SPC34	locus_exact
YKR062W	SGD	S000001770	TFA2	locus_exact
YKR063C	SGD	S000001771	LAS1	locus_exact
YKR068C	SGD	S000001776	BET3	locus_exact
YKR071C	SGD	S000001779	DRE2	locus_exact
YKR079C	SGD	S000001787	TRZ1	locus_exact
YKR081C	SGD	S000001789	RPF2	locus_exact
YKR083C	SGD	S000001791	DAD2	locus_exact
YKR086W	SGD	S000001794	PRP16	locus_exact
YLL003W	SGD	S000003926	SFI1	locus_exact
YLL004W	SGD	S000003927	ORC3	locus_exact
YLL008W	SGD	S000003931	DRS1	locus_exact
YLL011W	SGD	S000003934	SOF1	locus_exact
YLL018C	SGD	S000003941	DPS1	locus_exact
YLL031C	SGD	S000003954	GPI13	locus_exact
YLL034C	SGD	S000003957	RIX7	locus_exact
YLL035W	SGD	S000003958	GRC3	locus_exact
YLL036C	SGD	S000003959	PRP19	locus_exact
YLL050C	SGD	S000003973	COF1	locus_exact
YLR002C	SGD	S000003992	NOC3	locus_exact
YLR005W	SGD	S000003995	SSL1	locus_exact
YLR007W	SGD	S000003997	NSE1	locus_exact
YLR008C	SGD	S000003998	PAM18	locus_exact
YLR009W	SGD	S000003999	RLP24	locus_exact
YLR010C	SGD	S000004000	TEN1	locus_exact
YLR026C	SGD	S000004016	SED5	locus_exact
YLR029C	SGD	S000004019	RPL15A	locus_exact
YLR033W	SGD	S000004023	RSC58	locus_exact
YLR045C	SGD	S000004035	STU2	locus_exact
YLR051C	SGD	S000004041	FCF2	locus_exact
YLR060W	SGD	S000004050	FRS1	locus_exact
YLR066W	SGD	S000004056	SPC3	locus_exact
YLR071C	SGD	S000004061	RGR1	locus_exact
YLR075W	SGD	S000004065	RPL10	locus_exact
YLR078C	SGD	S000004068	BOS1	locus_exact
YLR086W	SGD	S000004076	SMC4	locus_exact
YLR088W	SGD	S000004078	GAA1	locus_exact
YLR100W	SGD	S000004090	ERG27	locus_exact
YLR103C	SGD	S000004093	CDC45	locus_exact
YLR105C	SGD	S000004095	SEN2	locus_exact
YLR106C	SGD	S000004096	MDN1	locus_exact
YLR115W	SGD	S000004105	CFT2	locus_exact
YLR116W	SGD	S000004106	MSL5	locus_exact
YLR117C	SGD	S000004107	CLF1	locus_exact
YLR127C	SGD	S000004117	APC2	locus_exact
YLR129W	SGD	S000004119	DIP2	locus_exact
YLR132C	SGD	S000004122	USB1	locus_exact
YLR141W	SGD	S000004131	RRN5	locus_exact
YLR145W	SGD	S000004135	RMP1	locus_exact
YLR147C	SGD	S000004137	SMD3	locus_exact
YLR153C	SGD	S000004143	ACS2	locus_exact
YLR163C	SGD	S000004153	MAS1	locus_exact
YLR166C	SGD	S000004156	SEC10	locus_exact
YLR167W	SGD	S000004157	RPS31	locus_exact
YLR175W	SGD	S000004165	CBF5	locus_exact
YLR186W	SGD	S000004176	EMG1	locus_exact
YLR195C	SGD	S000004185	NMT1	locus_exact
YLR196W	SGD	S000004186	PWP1	locus_exact
YLR197W	SGD	S000004187	NOP56	locus_exact
YLR208W	SGD	S000004198	SEC13	locus_exact
YLR212C	SGD	S000004202	TUB4	locus_exact
YLR215C	SGD	S000004205	CDC123	locus_exact
YLR222C	SGD	S000004212	UTP13	locus_exact
YLR223C	SGD	S000004213	IFH1	locus_exact
YLR229C	SGD	S000004219	CDC42	locus_exact
YLR243W	SGD	S000004233	GPN3	locus_exact
YLR249W	SGD	S000004239	YEF3	locus_exact
YLR272C	SGD	S000004262	YCS4	locus_exact
YLR274W	SGD	S000004264	MCM5	locus_exact
YLR275W	SGD	S000004265	SMD2	locus_exact
YLR276C	SGD	S000004266	DBP9	locus_exact
YLR277C	SGD	S000004267	YSH1	locus_exact
YLR291C	SGD	S000004282	GCD7	locus_exact
YLR293C	SGD	S000004284	GSP1	locus_exact
YLR298C	SGD	S000004289	YHC1	locus_exact
YLR310C	SGD	S000004301	CDC25	locus_exact
YLR314C	SGD	S000004306	CDC3	locus_exact
YLR316C	SGD	S000004308	TAD3	locus_exact
YLR321C	SGD	S000004313	SFH1	locus_exact
YLR323C	SGD	S000004315	CWC24	locus_exact
YLR336C	SGD	S000004328	SGD1	locus_exact
YLR340W	SGD	S000004332	RPP0	locus_exact
YLR347C	SGD	S000004339	KAP95	locus_exact
YLR355C	SGD	S000004347	ILV5	locus_exact
YLR359W	SGD	S000004351	ADE13	locus_exact
YLR378C	SGD	S000004370	SEC61	locus_exact
YLR397C	SGD	S000004389	AFG2	locus_exact
YLR409C	SGD	S000004401	UTP21	locus_exact
YLR424W	SGD	S000004416	SPP382	locus_exact
YLR430W	SGD	S000004422	SEN1	locus_exact
YLR438C-A	SGD	S000006434	LSM3	locus_exact
YLR440C	SGD	S000004432	SEC39	locus_exact
YLR457C	SGD	S000004449	NBP1	locus_exact
YLR459W	SGD	S000004451	GAB1	locus_exact
YML010W	SGD	S000004470	SPT5	locus_exact
YML015C	SGD	S000004477	TAF11	locus_exact
YML031W	SGD	S000004493	NDC1	locus_exact
YML043C	SGD	S000004507	RRN11	locus_exact
YML046W	SGD	S000004509	PRP39	locus_exact
YML049C	SGD	S000004513	RSE1	locus_exact
YML064C	SGD	S000004529	TEM1	locus_exact
YML065W	SGD	S000004530	ORC1	locus_exact
YML069W	SGD	S000004534	POB3	locus_exact
YML077W	SGD	S000004542	BET5	locus_exact
YML085C	SGD	S000004550	TUB1	locus_exact
YML092C	SGD	S000004557	PRE8	locus_exact
YML093W	SGD	S000004558	UTP14	locus_exact
YML098W	SGD	S000004564	TAF13	locus_exact
YML114C	SGD	S000004582	TAF8	locus_exact
YML125C	SGD	S000004594	PGA3	locus_exact
YML126C	SGD	S000004595	ERG13	locus_exact
YML127W	SGD	S000004596	RSC9	locus_exact
YML130C	SGD	S000004599	ERO1	locus_exact
YMR001C	SGD	S000004603	CDC5	locus_exact
YMR005W	SGD	S000004607	TAF4	locus_exact
YMR013C	SGD	S000004615	SEC59	locus_exact
YMR028W	SGD	S000004630	TAP42	locus_exact
YMR043W	SGD	S000004646	MCM1	locus_exact
YMR047C	SGD	S000004650	NUP116	locus_exact
YMR049C	SGD	S000004652	ERB1	locus_exact
YMR059W	SGD	S000004663	SEN15	locus_exact
YMR061W	SGD	S000004665	RNA14	locus_exact
YMR076C	SGD	S000004681	PDS5	locus_exact
YMR079W	SGD	S000004684	SEC14	locus_exact
YMR093W	SGD	S000004699	UTP15	locus_exact
YMR094W	SGD	S000004700	CTF13	locus_exact
YMR112C	SGD	S000004718	MED11	locus_exact
YMR117C	SGD	S000004723	SPC24	locus_exact
YMR128W	SGD	S000004735	ECM16	locus_exact
YMR131C	SGD	S000004738	RRB1	locus_exact
YMR146C	SGD	S000004754	TIF34	locus_exact
YMR149W	SGD	S000004757	SWP1	locus_exact
YMR197C	SGD	S000004810	VTI1	locus_exact
YMR203W	SGD	S000004816	TOM40	locus_exact
YMR208W	SGD	S000004821	ERG12	locus_exact
YMR211W	SGD	S000004824	DML1	locus_exact
YMR212C	SGD	S000004825	EFR3	locus_exact
YMR213W	SGD	S000004826	CEF1	locus_exact
YMR218C	SGD	S000004831	TRS130	locus_exact
YMR220W	SGD	S000004833	ERG8	locus_exact
YMR227C	SGD	S000004840	TAF7	locus_exact
YMR229C	SGD	S000004842	RRP5	locus_exact
YMR235C	SGD	S000004848	RNA1	locus_exact
YMR236W	SGD	S000004849	TAF9	locus_exact
YMR239C	SGD	S000004852	RNT1	locus_exact
YMR240C	SGD	S000004853	CUS1	locus_exact
YMR260C	SGD	S000004873	TIF11	locus_exact
YMR268C	SGD	S000004881	PRP24	locus_exact
YMR270C	SGD	S000004883	RRN9	locus_exact
YMR277W	SGD	S000004890	FCP1	locus_exact
YMR281W	SGD	S000004894	GPI12	locus_exact
YMR288W	SGD	S000004901	HSH155	locus_exact
YMR290C	SGD	S000004903	HAS1	locus_exact
YMR296C	SGD	S000004911	LCB1	locus_exact
YMR298W	SGD	S000004913	LIP1	locus_exact
YMR308C	SGD	S000004925	PSE1	locus_exact
YMR309C	SGD	S000004926	NIP1	locus_exact
YMR314W	SGD	S000004931	PRE5	locus_exact
YNL002C	SGD	S000004947	RLP7	locus_exact
YNL006W	SGD	S000004951	LST8	locus_exact
YNL024C-A	SGD	S000028698	KSH1	locus_exact
YNL038W	SGD	S000004983	GPI15	locus_exact
YNL039W	SGD	S000004984	BDP1	locus_exact
YNL061W	SGD	S000005005	NOP2	locus_exact
YNL062C	SGD	S000005006	GCD10	locus_exact
YNL075W	SGD	S000005019	IMP4	locus_exact
YNL088W	SGD	S000005032	TOP2	locus_exact
YNL102W	SGD	S000005046	POL1	locus_exact
YNL110C	SGD	S000005054	NOP15	locus_exact
YNL113W	SGD	S000005057	RPC19	locus_exact
YNL124W	SGD	S000005068	NAF1	locus_exact
YNL126W	SGD	S000005070	SPC98	locus_exact
YNL132W	SGD	S000005076	KRE33	locus_exact
YNL137C	SGD	S000005081	NAM9	locus_exact
YNL138W-A	SGD	S000028509	YSF3	locus_exact
YNL149C	SGD	S000005093	PGA2	locus_exact
YNL151C	SGD	S000005095	RPC31	locus_exact
YNL152W	SGD	S000005096	INN1	locus_exact
YNL158W	SGD	S000005102	PGA1	locus_exact
YNL162W	SGD	S000005106	RPL42A	locus_exact
YNL163C	SGD	S000005107	RIA1	locus_exact
YNL172W	SGD	S000005116	APC1	locus_exact
YNL178W	SGD	S000005122	RPS3	locus_exact
YNL181W	SGD	S000005125	PBR1	locus_exact
YNL182C	SGD	S000005126	IPI3	locus_exact
YNL189W	SGD	S000005133	SRP1	locus_exact
YNL207W	SGD	S000005151	RIO2	locus_exact
YNL216W	SGD	S000005160	RAP1	locus_exact
YNL221C	SGD	S000005165	POP1	locus_exact
YNL222W	SGD	S000005166	SSU72	locus_exact
YNL232W	SGD	S000005176	CSL4	locus_exact
YNL240C	SGD	S000005184	NAR1	locus_exact
YNL244C	SGD	S000005188	SUI1	locus_exact
YNL245C	SGD	S000005189	CWC25	locus_exact
YNL247W	SGD	S000005191	NA	locus_exact
YNL251C	SGD	S000005195	NRD1	locus_exact
YNL256W	SGD	S000005200	FOL1	locus_exact
YNL258C	SGD	S000005202	DSL1	locus_exact
YNL261W	SGD	S000005205	ORC5	locus_exact
YNL262W	SGD	S000005206	POL2	locus_exact
YNL263C	SGD	S000005207	YIF1	locus_exact
YNL272C	SGD	S000005216	SEC2	locus_exact
YNL282W	SGD	S000005226	POP3	locus_exact
YNL287W	SGD	S000005231	SEC21	locus_exact
YNL290W	SGD	S000005234	RFC3	locus_exact
YNL306W	SGD	S000005250	MRPS18	locus_exact
YNL308C	SGD	S000005252	KRI1	locus_exact
YNL310C	SGD	S000005254	ZIM17	locus_exact
YNL312W	SGD	S000005256	RFA2	locus_exact
YNL313C	SGD	S000005257	EMW1	locus_exact
YNL317W	SGD	S000005261	PFS2	locus_exact
YNR003C	SGD	S000005286	RPC34	locus_exact
YNR011C	SGD	S000005294	PRP2	locus_exact
YNR016C	SGD	S000005299	ACC1	locus_exact
YNR017W	SGD	S000005300	TIM23	locus_exact
YNR026C	SGD	S000005309	SEC12	locus_exact
YNR035C	SGD	S000005318	ARC35	locus_exact
YNR038W	SGD	S000005321	DBP6	locus_exact
YNR043W	SGD	S000005326	MVD1	locus_exact
YNR053C	SGD	S000005336	NOG2	locus_exact
YNR054C	SGD	S000005337	ESF2	locus_exact
YOL005C	SGD	S000005365	RPB11	locus_exact
YOL010W	SGD	S000005370	RCL1	locus_exact
YOL022C	SGD	S000005382	TSR4	locus_exact
YOL026C	SGD	S000005386	MIM1	locus_exact
YOL038W	SGD	S000005398	PRE6	locus_exact
YOL040C	SGD	S000005400	RPS15	locus_exact
YOL066C	SGD	S000005427	RIB2	locus_exact
YOL069W	SGD	S000005430	NUF2	locus_exact
YOL077C	SGD	S000005437	BRX1	locus_exact
YOL078W	SGD	S000005438	AVO1	locus_exact
YOL094C	SGD	S000005454	RFC4	locus_exact
YOL097C	SGD	S000005457	WRS1	locus_exact
YOL102C	SGD	S000005462	TPT1	locus_exact
YOL120C	SGD	S000005480	RPL18A	locus_exact
YOL123W	SGD	S000005483	HRP1	locus_exact
YOL127W	SGD	S000005487	RPL25	locus_exact
YOL130W	SGD	S000005490	ALR1	locus_exact
YOL133W	SGD	S000005493	HRT1	locus_exact
YOL135C	SGD	S000005495	MED7	locus_exact
YOL139C	SGD	S000005499	CDC33	locus_exact
YOL142W	SGD	S000005502	RRP40	locus_exact
YOL144W	SGD	S000005504	NOP8	locus_exact
YOL146W	SGD	S000005506	PSF3	locus_exact
YOL149W	SGD	S000005509	DCP1	locus_exact
YOR004W	SGD	S000005530	UTP23	locus_exact
YOR020C	SGD	S000005546	HSP10	locus_exact
YOR046C	SGD	S000005572	DBP5	locus_exact
YOR048C	SGD	S000005574	RAT1	locus_exact
YOR056C	SGD	S000005582	NOB1	locus_exact
YOR057W	SGD	S000005583	SGT1	locus_exact
YOR060C	SGD	S000005586	SLD7	locus_exact
YOR063W	SGD	S000005589	RPL3	locus_exact
YOR074C	SGD	S000005600	CDC21	locus_exact
YOR075W	SGD	S000005601	UFE1	locus_exact
YOR077W	SGD	S000005603	RTS2	locus_exact
YOR095C	SGD	S000005621	RKI1	locus_exact
YOR098C	SGD	S000005624	NUP1	locus_exact
YOR103C	SGD	S000005629	OST2	locus_exact
YOR110W	SGD	S000005636	TFC7	locus_exact
YOR116C	SGD	S000005642	RPO31	locus_exact
YOR117W	SGD	S000005643	RPT5	locus_exact
YOR119C	SGD	S000005645	RIO1	locus_exact
YOR143C	SGD	S000005669	THI80	locus_exact
YOR148C	SGD	S000005674	SPP2	locus_exact
YOR149C	SGD	S000005675	SMP3	locus_exact
YOR151C	SGD	S000005677	RPB2	locus_exact
YOR157C	SGD	S000005683	PUP1	locus_exact
YOR159C	SGD	S000005685	SME1	locus_exact
YOR160W	SGD	S000005686	MTR10	locus_exact
YOR168W	SGD	S000005694	GLN4	locus_exact
YOR174W	SGD	S000005700	MED4	locus_exact
YOR176W	SGD	S000005702	HEM15	locus_exact
YOR194C	SGD	S000005720	TOA1	locus_exact
YOR204W	SGD	S000005730	DED1	locus_exact
YOR206W	SGD	S000005732	NOC2	locus_exact
YOR207C	SGD	S000005733	RET1	locus_exact
YOR210W	SGD	S000005736	RPB10	locus_exact
YOR217W	SGD	S000005743	RFC1	locus_exact
YOR224C	SGD	S000005750	RPB8	locus_exact
YOR232W	SGD	S000005758	MGE1	locus_exact
YOR244W	SGD	S000005770	ESA1	locus_exact
YOR249C	SGD	S000005775	APC5	locus_exact
YOR250C	SGD	S000005776	CLP1	locus_exact
YOR254C	SGD	S000005780	SEC63	locus_exact
YOR257W	SGD	S000005783	CDC31	locus_exact
YOR259C	SGD	S000005785	RPT4	locus_exact
YOR260W	SGD	S000005786	GCD1	locus_exact
YOR261C	SGD	S000005787	RPN8	locus_exact
YOR262W	SGD	S000005788	GPN2	locus_exact
YOR272W	SGD	S000005798	YTM1	locus_exact
YOR278W	SGD	S000005804	HEM4	locus_exact
YOR287C	SGD	S000005813	RRP36	locus_exact
YOR294W	SGD	S000005820	RRS1	locus_exact
YOR310C	SGD	S000005837	NOP58	locus_exact
YOR319W	SGD	S000005846	HSH49	locus_exact
YOR326W	SGD	S000005853	MYO2	locus_exact
YOR329C	SGD	S000005856	SCD5	locus_exact
YOR335C	SGD	S000005862	ALA1	locus_exact
YOR336W	SGD	S000005863	KRE5	locus_exact
YOR340C	SGD	S000005867	RPA43	locus_exact
YOR341W	SGD	S000005868	RPA190	locus_exact
YOR353C	SGD	S000005880	SOG2	locus_exact
YOR361C	SGD	S000005888	PRT1	locus_exact
YOR362C	SGD	S000005889	PRE10	locus_exact
YOR370C	SGD	S000005897	MRS6	locus_exact
YOR372C	SGD	S000005899	NDD1	locus_exact
YOR373W	SGD	S000005900	NUD1	locus_exact
YPL007C	SGD	S000005928	TFC8	locus_exact
YPL010W	SGD	S000005931	RET3	locus_exact
YPL011C	SGD	S000005932	TAF3	locus_exact
YPL012W	SGD	S000005933	RRP12	locus_exact
YPL016W	SGD	S000005937	SWI1	locus_exact
YPL028W	SGD	S000005949	ERG10	locus_exact
YPL043W	SGD	S000005964	NOP4	locus_exact
YPL063W	SGD	S000005984	TIM50	locus_exact
YPL076W	SGD	S000005997	GPI2	locus_exact
YPL082C	SGD	S000006003	MOT1	locus_exact
YPL083C	SGD	S000006004	SEN54	locus_exact
YPL085W	SGD	S000006006	SEC16	locus_exact
YPL093W	SGD	S000006014	NOG1	locus_exact
YPL094C	SGD	S000006015	SEC62	locus_exact
YPL117C	SGD	S000006038	IDI1	locus_exact
YPL122C	SGD	S000006043	TFB2	locus_exact
YPL126W	SGD	S000006047	NAN1	locus_exact
YPL128C	SGD	S000006049	TBF1	locus_exact
YPL131W	SGD	S000006052	RPL5	locus_exact
YPL143W	SGD	S000006064	RPL33A	locus_exact
YPL151C	SGD	S000006072	PRP46	locus_exact
YPL153C	SGD	S000006074	RAD53	locus_exact
YPL160W	SGD	S000006081	CDC60	locus_exact
YPL169C	SGD	S000006090	MEX67	locus_exact
YPL175W	SGD	S000006096	SPT14	locus_exact
YPL190C	SGD	S000006111	NAB3	locus_exact
YPL204W	SGD	S000006125	HRR25	locus_exact
YPL209C	SGD	S000006130	IPL1	locus_exact
YPL211W	SGD	S000006132	NIP7	locus_exact
YPL217C	SGD	S000006138	BMS1	locus_exact
YPL218W	SGD	S000006139	SAR1	locus_exact
YPL228W	SGD	S000006149	CET1	locus_exact
YPL231W	SGD	S000006152	FAS2	locus_exact
YPL233W	SGD	S000006154	NSL1	locus_exact
YPL235W	SGD	S000006156	RVB2	locus_exact
YPL237W	SGD	S000006158	SUI3	locus_exact
YPL242C	SGD	S000006163	IQG1	locus_exact
YPL252C	SGD	S000006173	YAH1	locus_exact
YPL255W	SGD	S000006176	BBP1	locus_exact
YPL266W	SGD	S000006187	DIM1	locus_exact
YPR010C	SGD	S000006214	RPA135	locus_exact
YPR016C	SGD	S000006220	TIF6	locus_exact
YPR025C	SGD	S000006229	CCL1	locus_exact
YPR033C	SGD	S000006237	HTS1	locus_exact
YPR035W	SGD	S000006239	GLN1	locus_exact
YPR041W	SGD	S000006245	TIF5	locus_exact
YPR048W	SGD	S000006252	TAH18	locus_exact
YPR055W	SGD	S000006259	SEC8	locus_exact
YPR056W	SGD	S000006260	TFB4	locus_exact
YPR082C	SGD	S000006286	DIB1	locus_exact
YPR085C	SGD	S000006289	ASA1	locus_exact
YPR086W	SGD	S000006290	SUA7	locus_exact
YPR103W	SGD	S000006307	PRE2	locus_exact
YPR105C	SGD	S000006309	COG4	locus_exact
YPR107C	SGD	S000006311	YTH1	locus_exact
YPR108W	SGD	S000006312	RPN7	locus_exact
YPR110C	SGD	S000006314	RPC40	locus_exact
YPR112C	SGD	S000006316	MRD1	locus_exact
YPR113W	SGD	S000006317	PIS1	locus_exact
YPR133C	SGD	S000006337	SPN1	locus_exact
YPR137W	SGD	S000006341	RRP9	locus_exact
YPR143W	SGD	S000006347	RRP15	locus_exact
YPR144C	SGD	S000006348	NOC4	locus_exact
YPR161C	SGD	S000006365	SGV1	locus_exact
YPR162C	SGD	S000006366	ORC4	locus_exact
YPR165W	SGD	S000006369	RHO1	locus_exact
YPR168W	SGD	S000006372	NUT2	locus_exact
YPR169W	SGD	S000006373	JIP5	locus_exact
YPR175W	SGD	S000006379	DPB2	locus_exact
YPR176C	SGD	S000006380	BET2	locus_exact
YPR178W	SGD	S000006382	PRP4	locus_exact
YPR180W	SGD	S000006384	AOS1	locus_exact
YPR181C	SGD	S000006385	SEC23	locus_exact
YPR182W	SGD	S000006386	SMX3	locus_exact
YPR183W	SGD	S000006387	DPM1	locus_exact
YPR186C	SGD	S000006390	PZF1	locus_exact
YPR190C	SGD	S000006394	RPC82	locus_exact
